,numero di foto di buongiorno,numero di like per foto,numero di commenti per foto,boomer
52,45.9310139481733,14.335796276695556,35.40740332435465,1
53,31.457042329648107,21.34539358077725,20.667810639604543,1
54,70.00496135507493,9.360667363442314,21.631437289710004,1
55,51.20904803549796,10.821650226832151,29.29664546923319,1
56,68.90511391604669,15.040905933322401,21.14125862884651,1
57,66.65686343933035,12.497493202428679,28.970508822256974,1
58,30.730241458866733,20.930733581260604,25.51846326548025,1
59,63.01407032824558,18.614508960973023,19.61114289302676,1
60,40.67226359030592,19.47779801695817,30.735258413306433,1
61,74.4561372287887,15.057496943158936,23.1103659391043,1
62,60.958227455715324,18.301828065774654,23.264794949203363,1
63,48.323359311277414,16.100987570767312,32.035440021363186,1
64,69.70687776592668,13.392942076523365,23.46038142017431,1
65,65.898108721739,13.782812369757597,15.855027260274516,1
66,81.79846473935089,21.61082353489304,19.79268334691563,1
67,69.60393096954138,9.382285009457494,30.37037252888457,1
68,30.462717406095656,18.831513586221497,12.930607770926466,1
69,54.22252586026246,19.21153569118962,27.70962786633708,1
70,77.78443225885887,12.839204875267843,17.45629549481609,1
71,95.93845525312972,25.38995540982073,29.39904966882875,1
72,54.123754625353506,15.660410549383174,29.33147802317723,1
73,65.81138080517955,13.05074276315329,13.797988389583525,1
74,48.34987737369164,18.021033907497845,31.940494878624108,1
75,48.198143089394065,20.277254993238586,29.325760987138715,1
76,54.5769143485762,15.169936009569323,13.399500765999557,1
77,76.88649382382738,9.109205633087358,24.64359172087816,1
78,77.0514783075077,17.5516007681939,21.265328253802856,1
79,67.59868918513855,22.78019339249381,7.1562940950036555,1
80,53.57987233051976,8.847848266245958,25.130587046527495,1
81,62.07597905423918,10.363825398357841,17.134989207914487,1
82,66.90465393928316,6.681000102266118,26.5319241326882,1
83,65.3268485868945,27.676682641755782,32.22661343676587,1
84,56.43281670317379,11.753598088996736,27.63843649876477,1
85,82.21073429938741,15.65064572710185,20.300531566188997,1
86,47.9393861219581,14.134839025987608,20.117319912413627,1
87,72.63296033233519,15.74251203042597,25.46832639226317,1
88,90.4802017193785,8.856292600733642,21.128855942822927,1
89,49.347211582118796,25.914878061673704,24.260845448373757,1
90,72.63035558140591,14.619200505702409,20.651290636186776,1
91,51.27726166215101,20.71804844560347,17.466976131922237,1
92,52.13445152448262,16.72145719566079,18.536333682266697,1
93,39.67386172367422,16.00536407672739,17.835866181347775,1
94,30.246270552932685,22.001972053354358,21.18645021652738,1
95,51.65655337172102,22.239925941617713,16.772632353536906,1
96,38.123900439653156,13.947412602679226,20.563355311229962,1
97,48.07121792274418,16.62008007838476,23.250790725212333,1
98,62.05706953363943,14.438081623881581,23.11023565710958,1
99,41.43999304647883,17.87376712415115,38.01492136525026,1
100,72.33587461591246,16.62943218891994,28.0260894841729,1
101,57.01428443582172,18.00462505506509,26.954770465790844,1
102,53.97016121651378,20.825681579394203,12.519429497683118,1
103,48.99867783920209,19.016012062256117,17.98512301078731,1
104,48.26135464016076,21.795406645203748,18.95835492267807,1
105,53.81739147189984,12.044286116436675,33.07536722338018,1
106,56.09554590227585,17.084322817905598,19.465495954392132,1
107,59.122801456770404,19.466788761360764,25.099928449589157,1
108,48.28289337961984,21.710915724031008,20.08219294961311,1
109,61.41384650885257,9.57385999611109,26.298630050592266,1
110,63.95928990966946,20.849137833295213,11.630591954644464,1
111,76.44888142190946,22.009987476198916,24.90133634717706,1
112,66.75217922440083,12.037931051795473,16.39486984898692,1
113,66.4496616492905,10.204682518496545,14.59574213426286,1
114,56.26889403251869,18.639836182785146,24.43636668803762,1
115,69.27381216729154,8.340210754570117,14.978185634324651,1
116,60.02389816376672,8.173958211827586,28.92125395118856,1
117,54.904967511962234,14.754085311492577,23.25142813727546,1
118,76.70540161409461,10.422009153701474,24.97284838724559,1
119,35.935669923074265,11.58316500758609,25.36326827795962,1
120,83.68012180739535,17.80434775282359,13.633346878246613,1
121,53.61513099306693,13.34165035568118,31.621070703168577,1
122,27.719621418386147,28.160196003819884,21.078338350444895,1
123,46.008457915541584,20.92451243674959,24.319704200018887,1
124,46.4691454858531,18.02681129124586,24.739280148338235,1
125,70.31792216261357,13.73157009330641,27.472159156884768,1
126,69.61280969925522,18.969342256588938,26.430377069598872,1
127,72.58792361456187,8.762726180472828,32.49323014425024,1
128,68.7738615658304,7.3693087581125365,20.434598024233445,1
129,66.90824288303801,15.355433124110766,18.57214512735122,1
130,60.24448087348198,14.401640001886669,23.04919846611502,1
131,78.28287243715145,15.08969172293832,25.980656063949816,1
132,48.08536778544989,17.102700930706067,7.649638003091162,1
133,36.57446468001403,9.125694077728767,27.879374546001618,1
134,76.76288221678567,14.924307178301607,23.51417331876007,1
135,72.83927015640926,8.215249549799038,14.790150287705561,1
136,59.32320919863544,30.497539430396095,22.64433526444111,1
137,48.26303485475299,25.25768249875937,18.532824120068142,1
138,35.87982079011492,27.513011183792827,21.807462676689667,1
139,46.857975545910044,12.171763755488222,23.381949925236786,1
140,24.107448266871295,22.23978003797509,23.690470714680107,1
141,73.53705757624749,8.304866349440374,32.55735532606103,1
142,61.74120499671406,17.696508016214917,26.70342495431024,1
143,54.95934364297151,19.914201387516766,23.481684229899546,1
144,92.58447477125713,20.259832658160956,32.07275601742418,1
145,64.48166991384659,20.01474051766636,21.95052285834489,1
146,22.115559080575473,15.759336548305003,23.037063642491518,1
147,79.63757642913737,15.513497415732209,25.198933422159165,1
148,69.53180944638665,27.42215666935908,21.574319673272978,1
149,55.092672104703894,19.30764309600035,23.289610503763903,1
150,49.25389194151809,16.48951813081632,31.680133165617093,1
151,45.75723736383307,16.906508477436965,27.45178698901477,1
152,50.133332111821495,27.55280772419103,37.15163205382546,1
153,80.04616997102434,15.83040317452224,31.055692984875556,1
154,58.982984158088605,7.851275084320568,33.32076123569337,1
155,66.9517859581554,8.791985938972896,28.348692084296193,1
156,58.461875029451726,13.414212412065213,33.637917743856875,1
157,38.82976031955435,14.125062771885808,23.644217138853726,1
158,48.0614930541483,7.466283073318866,17.153796459635593,1
159,64.28850480983327,18.420422225117072,28.77525132566821,1
160,37.20703076600829,21.814970048751764,30.560362654969662,1
161,66.1659668741641,16.398750272030473,22.089610096600563,1
162,46.14791710797539,10.335764776296532,21.89103466618371,1
163,50.84297136079265,9.063688010158181,28.169059246407674,1
164,65.53768556406406,16.30310941269613,23.617317445512,1
165,57.11681317364657,9.557192406735258,25.349471446237924,1
166,57.89128997840227,23.67991765452119,30.812268959418933,1
167,98.93466587549477,24.671651119249567,32.022345503657434,1
168,75.46913785494843,20.506414553182232,21.920473961697173,1
169,50.61272905540197,8.399009682881319,17.287403310996773,1
170,39.467642652063574,11.06623395656897,23.00003196363111,1
171,55.75206693568817,17.903974760768573,29.34463420093686,1
172,89.40188694395884,4.018751204406563,23.355879890347342,1
173,68.47638155272844,12.580688267075459,26.770512523531284,1
174,86.50835160549296,14.240916106880407,14.476132280078291,1
175,67.10603325057266,24.478788213633905,19.877201026998463,1
176,51.811523886729006,6.823153039068359,21.939595201047343,1
177,86.55917513234277,16.010644356924463,33.57765684720039,1
178,55.434558748924964,12.325618525981824,34.4382767783005,1
179,85.82204837481979,19.083334563128645,23.828577983202702,1
180,86.60614816342755,23.543756327894513,23.64868424992011,1
181,32.00792560080488,14.216388286474828,32.99141351533688,1
182,68.78901805876731,15.74892075063491,30.458706004673484,1
183,67.23378841718994,19.156226227645462,33.551516996466475,1
184,46.66747888627655,16.616478897511115,33.27809524140538,1
185,71.7337249799331,9.478313038174159,17.886443598511363,1
186,25.77834684712935,19.910370195291257,20.661790168850146,1
187,45.911299993493344,23.7211270944155,25.46932612538157,1
188,79.95970542734656,17.20175991669689,30.13993342218964,1
189,66.27192975138813,14.339237414372302,28.410561655313266,1
190,59.49604556602462,23.891030281167957,30.931276692626824,1
191,67.80952971793637,21.517700575129368,30.442068463469838,1
192,75.96950187103454,17.769883284466385,19.16425618107952,1
193,33.697284129894044,14.108480872758326,31.161672187892336,1
194,75.12231470416924,20.394887784527967,33.38246070704634,1
195,76.11877926754381,20.85370401871433,23.957841516818988,1
196,61.346508096158054,17.512910680009618,8.81437661943637,1
197,71.63988631829955,18.277386534012578,13.982370932541688,1
198,48.520464215276334,20.59443556278094,26.91688001662662,1
199,64.74848644170017,11.061074360095082,16.6148001760538,1
200,56.81979888789186,18.83536573990179,28.55259782996781,1
201,60.63035554617053,20.465126488762195,29.261815947941074,1
202,64.13302989660704,20.761197568160597,29.636532016778038,1
203,49.788418647115606,14.617350013735827,29.935920298249368,1
204,94.13674022529433,27.58086951820011,21.572733574544003,1
205,68.90348584978807,16.14018342239184,21.931208661362298,1
206,27.204524282414944,22.757367234253604,35.06558908401132,1
207,53.14462120695672,12.99771857607007,20.867486643861255,1
208,70.8428162067145,9.927888392733943,21.646046587219306,1
209,79.06515829812987,6.4065296537613055,21.203900144448504,1
210,42.81985072412412,15.598218601199681,23.706239031559193,1
211,46.48197252471579,19.74038480254227,22.527455256644927,1
212,65.94207824535629,15.858404496705496,11.552318656125337,1
213,72.32844641579426,22.402554089081676,29.14964098647999,1
214,52.27494458221953,21.519540050773877,14.954702329937971,1
215,82.3425459410856,22.65102787644635,19.787396221802265,1
216,73.051141561599,17.5587379345333,9.88358805209926,1
217,38.38351401002994,16.481332591874242,29.73939731218313,1
218,79.01311192622354,8.963637907694102,20.723386049305056,1
219,43.11888101153666,19.304442420325486,29.059826287324334,1
220,61.339106421168644,1.930167721001883,24.243842662495158,1
221,57.78214778155566,5.6606221396160805,22.364828981116652,1
222,64.60420276756928,7.791405591692278,26.373429065832966,1
223,70.73119019287725,22.24372863612355,27.38576514634756,1
224,47.463890941654725,8.584913938480737,21.403044765339406,1
225,55.96362234960956,16.44667444280895,25.399276554759417,1
226,59.94354882342316,15.189173071873357,22.969548174145174,1
227,50.91904292145026,19.982749220802543,26.536430064878413,1
228,46.545210200743185,16.750276105587194,25.98740533271394,1
229,47.89798678718604,9.143415391287586,29.77539685210243,1
230,64.92266166546558,4.12265821409618,25.210792709280213,1
231,43.8951684034885,21.459935118356828,24.77128582930809,1
232,66.82028263512098,12.896641136318014,19.570696896527814,1
233,50.321310859717336,17.71920448339146,16.470252285121113,1
234,60.029985176872124,19.217894840038504,25.769587006792943,1
235,61.42183557369725,16.10643854518183,16.277869514525392,1
236,84.30867954911606,14.2378333555429,21.18214275750659,1
237,53.064301390728986,20.91588719794287,32.64724991728021,1
238,65.35953059733885,17.165983255364427,19.98528481451659,1
239,27.581047422614425,16.131202543723024,32.66112940185627,1
240,36.18158092151141,15.896211789623104,30.407950148721575,1
241,32.29805588606894,16.992577889835975,20.173994414525126,1
242,72.03916750784666,5.190705720533419,26.305223073936265,1
243,37.71968070683488,13.447882071670833,22.632062840243616,1
244,49.87708473597105,31.833964091171744,21.077183932832593,1
245,62.256512783091075,29.649102885102028,21.188939543648353,1
246,62.76816618269405,14.10786124469268,34.53349238323181,1
247,73.3613451009362,0.4762531584035621,21.217065117095785,1
248,67.57860590665976,13.719301999414222,18.95437581173639,1
249,75.53245058411825,15.279197985585373,31.790303716846633,1
250,86.00960529348986,22.22420650351434,20.929818092443362,1
251,76.0015738569335,9.898822574492636,24.31731588230454,1
252,72.83750396876563,17.26647850356073,33.25396933579301,1
253,54.55754299764658,12.470376098514414,28.709261733160854,1
254,64.38999643392744,12.181841723357955,20.39087461318894,1
255,59.72633923757091,19.971948063647922,26.748925578477387,1
256,89.27758218123245,23.699260907869135,21.057920778997328,1
257,70.92921371345709,5.202590860972563,34.46010385248699,1
258,77.29807732485737,9.87850183028033,27.69660557491924,1
259,57.42380667639986,8.030589011262867,32.32324126738056,1
260,57.59230333312662,19.56068616335995,17.665715759488204,1
261,58.11189793263545,11.899374167594015,28.862050171278117,1
262,54.187333076179435,23.710662290239895,21.74623814220692,1
263,56.08840098653569,7.63099431655287,20.941411225185394,1
264,25.15676454193658,16.28382046331344,20.826005504938056,1
265,58.67981988220694,17.07608844780558,25.055174511868923,1
266,83.55573702583227,18.4424405776766,18.801213121995882,1
267,54.50529183281545,17.731908627949988,28.476546402341636,1
268,10.013671569719335,15.831909187584872,24.202668110015573,1
269,68.35594663902792,16.754281316579824,21.47591938347221,1
270,54.5273273886391,19.090847566652318,20.749366895495932,1
271,56.85839312137002,9.60847901344355,24.094411681391584,1
272,58.710343340591045,22.390822243249268,21.95307244344447,1
273,46.009142214107314,15.975132103986917,28.073060223483857,1
274,50.32675295596035,20.84564575096821,27.496582219819825,1
275,68.69776871071235,8.902691682728541,16.41017120669852,1
276,37.032715097238636,33.86296504955384,20.622153830013122,1
277,70.31946028080426,10.062217018414728,20.86646609001993,1
278,86.70433616002448,4.6554644755161885,11.692688238822583,1
279,34.00820457388745,22.084331828854964,26.24007834680271,1
280,72.38448954933932,10.714438060077745,23.941405694729415,1
281,41.21682961398312,9.354862776644737,27.238056238101727,1
282,67.99402815630788,13.055523638374043,26.298185338926178,1
283,41.89840346665409,8.54626279731172,33.671988911404725,1
284,37.709871847784036,12.300532404892992,23.505980736149812,1
285,55.71441486063914,18.243488987386947,27.058180084657653,1
286,71.38191967892332,7.243982580219232,25.786022374840734,1
287,56.08046110929934,21.938780790288885,20.9640765636657,1
288,67.96476184949378,19.3542261751194,17.309331969210533,1
289,46.51497853514925,4.101601677308578,30.30815665724044,1
290,65.29425990122053,7.314913410103564,29.989281690612106,1
291,73.88161007556168,10.88386542426056,12.448512655930127,1
292,62.68728634591317,18.213159857973373,22.27489761224701,1
293,46.24777475674843,20.95902694974808,22.599817913560916,1
294,47.229558690944636,26.74670642616968,33.26403419355843,1
295,69.14397484516614,12.362530609846056,37.05366261695254,1
296,77.20584103362057,8.11594327396265,33.636438901062164,1
297,65.34274111783151,11.863258941751063,25.951973801101165,1
298,67.92432615351017,20.472291557591063,26.172261967868156,1
299,31.883687972337032,28.406631702440812,16.977119797447884,1
300,51.89599797540947,25.86793562572268,22.032623673295642,1
301,89.12964915779924,19.147626034400172,24.636964948741902,1
302,52.28501333263569,13.071504342639217,33.00411973122752,1
303,32.891158605558374,21.05843497027655,18.960778973694822,1
304,40.721608193394815,14.154664052163117,29.856180733605882,1
305,47.509819591733574,17.637275127257976,23.545451203502736,1
306,71.2964489715909,15.486057103072794,34.034131014462936,1
307,76.23743751275325,22.970310069919368,29.013177849328983,1
308,48.9066940348699,19.552551954857435,17.988183769514492,1
309,72.28477485771681,14.929659037411088,30.78542454898283,1
310,67.01303340314033,12.327527610100923,21.63224343212968,1
311,36.29210290892391,20.630750576270454,29.302403288100816,1
312,70.30909007587834,20.390148271618564,27.155336837297014,1
313,63.2144741335371,13.320802086347715,27.41543300533977,1
314,51.086569736058784,17.827140536655893,24.406008447820636,1
315,60.293255117318964,21.022948026581773,24.23413297029384,1
316,65.97477316426026,18.10600044824082,23.160093952847955,1
317,52.214100887256684,18.41262553131165,17.607699020794932,1
318,42.511618973576184,17.896247239285742,22.201089119554414,1
319,72.55517058795915,26.262362542250457,27.589822459613302,1
320,43.57008524819878,19.758393317216314,16.706903504470482,1
321,103.35218667361887,16.701339078763922,32.14693403234127,1
322,47.832772800723994,15.87918996088843,26.828877057199847,1
323,71.52488739747133,11.639707417811225,27.212576205677543,1
324,78.57144331657136,15.93447018383981,34.05645287659588,1
325,41.68793709167143,15.580378612284761,30.231465497741645,1
326,60.62348443498244,13.550384669097667,28.678560181477597,1
327,40.78011305874375,24.56061679900881,19.752008673780228,1
328,79.80718252577113,25.36725663281652,21.661847860371093,1
329,41.61700979004254,8.397345119324239,24.520968927891115,1
330,63.49304525027429,21.715514335769704,31.122821789744535,1
331,46.90647244258317,14.430396632297937,32.15992465716269,1
332,78.37938115776902,21.66673640233924,33.5806442339326,1
333,33.5367153408946,18.072755456655393,28.873308214111624,1
334,49.67757356486485,10.986013515944189,33.50801603375122,1
335,49.62459982597893,20.39568889093156,16.1034849886213,1
336,64.98097958662444,12.649213496994362,31.370210638445307,1
337,66.76723344267131,10.725759954211156,19.103000439309394,1
338,33.44808829032746,20.749443867224223,23.04101357174919,1
339,61.09100755245525,25.097035501797983,22.313174912393148,1
340,44.773424008794365,15.782537402256066,25.34393054025591,1
341,80.99183402086675,18.13341075618675,26.65470835119701,1
342,45.08236784040675,11.764015446393396,21.057446109021708,1
343,52.064820965889034,22.77159708091988,21.459404332839327,1
344,86.417911631367,16.040866352132138,25.115665245700846,1
345,35.24826751376071,9.712158261911728,24.631828401900478,1
346,71.78837108484657,19.69401245579728,21.628211875041377,1
347,55.38348095957464,11.581651561637841,31.503628486490413,1
348,38.36611736961762,12.561357838788556,20.985750412053967,1
349,63.55150657522889,24.078728675730943,21.30021331347171,1
350,17.12205836258824,13.428004718092902,29.696788598505687,1
351,70.40776786857647,13.401358001325454,21.312621080535635,1
352,39.41719573793862,8.458191591266392,22.08112203761681,1
353,69.0016684023936,14.43106449018131,29.020292332408285,1
354,47.29242641164883,18.65442545913985,20.344404602398097,1
355,81.2418760351261,21.68103508673765,16.484299729331788,1
356,57.726997099437355,6.335510246500959,25.045486730685806,1
357,72.98474005739875,17.46873960266994,28.76697527733701,1
358,54.44818950212402,6.741839911268237,18.89073809995273,1
359,40.29559623024461,8.546600787758463,13.371966141728993,1
360,26.89321053080083,17.076104070223685,23.476478332523868,1
361,59.95971704222388,10.2053601022637,22.687818285687044,1
362,59.02803161068994,32.6041826990042,14.492250399049299,1
363,74.86164657903427,17.759844784612078,24.58535463878517,1
364,74.93575354473188,23.702748885211513,22.664951668080402,1
365,62.15110792193754,12.01838400315073,31.861602810287494,1
366,38.68000089975481,14.349322966402545,19.99171671638905,1
367,55.11380032340422,24.170083022916568,20.516201844379943,1
368,69.38984392005474,20.490827540424082,22.700265097723047,1
369,67.75366711055536,22.398668581973233,17.08494942312307,1
370,54.44412522094237,22.582831696647077,18.29431764578116,1
371,75.72788375278141,15.55214334619881,29.89091029261317,1
372,70.60501221712659,25.023174003346902,25.14672292256973,1
373,38.79453518254058,15.504279170819526,22.03009773728485,1
374,29.46319343646972,13.39769910337112,20.300227051917133,1
375,30.492861481987195,12.56736952977436,32.846116208486734,1
376,86.36537338206905,14.108127169731882,21.447205515789573,1
377,65.47731081911711,15.812722059826251,27.111589055633445,1
378,74.71293500672633,18.42107512148874,23.89767216106364,1
379,72.07072006803537,27.292704932047055,23.062130789716434,1
380,68.20644655574547,23.494872463208992,26.323790220587547,1
381,34.11589584335039,11.128512699786677,30.300868638802772,1
382,56.020469510964844,15.989481696183473,24.541062912955823,1
383,43.61758792181499,7.95721581864337,25.258647111522833,1
384,76.97374532783127,17.714052341976355,23.89004365351585,1
385,24.346944255399073,9.830401682718383,31.345612432796713,1
386,60.54251300520259,17.0235790128976,29.40968009771686,1
387,69.5315592455958,9.267060716788112,26.835589371957767,1
388,54.44211151769932,13.843104085523226,22.188443026524617,1
389,83.61825810747234,19.26313876425625,23.462296473242095,1
390,60.21885291644348,17.53136692226566,28.009250696482006,1
391,68.40190454480742,15.528837499137026,14.883329775196348,1
392,96.78070438841611,23.11853678405646,30.55907898207728,1
393,68.4625221274175,17.52194034431833,32.38152312442219,1
394,33.75485678017445,16.57526374202774,27.563653844846392,1
395,21.27380826267678,12.906938558552072,22.970387579649746,1
396,87.65931998031809,17.09645211602494,24.821793659832753,1
397,62.862931851487986,11.544767560857593,21.9377055174474,1
398,61.275464409869336,23.758391788110664,25.52537400485053,1
399,78.85191833200507,14.69892269960167,32.23384569389242,1
400,61.5822137089496,12.666662994123218,24.078173683491848,1
401,65.65869715067916,9.813154911064462,29.688899516797157,1
402,65.85895208923569,12.61471800287242,30.91177990153364,1
403,54.7350793502046,17.68397843140015,16.118206480301907,1
404,55.776637601322385,9.202915178074782,27.46027079120256,1
405,62.74536949848622,10.814085569208585,24.990091946702112,1
406,68.16116632478494,16.036287108845876,18.884121342386003,1
407,36.935302472442295,18.293391795103048,26.30722423830813,1
408,59.23892612179964,10.984668401526442,24.91926860876759,1
409,31.730595436530606,22.4722499068467,21.137500103673307,1
410,51.54697101881928,13.130151356736851,23.00003997362805,1
411,77.77156803070062,17.780598725450762,28.491481773520768,1
412,56.26763217315663,21.27671409740517,27.67728851216043,1
413,49.722279217424116,19.52066172664585,23.093616794414636,1
414,77.6558259608219,7.849647545614751,17.920177614384908,1
415,79.39862312697225,23.51784140089603,29.844418888561837,1
416,64.94493022234944,17.0910404752442,16.013552490738117,1
417,71.7696396361705,22.237710234434655,25.162992472643012,1
418,46.990873476165014,20.244176848518904,22.457403737401275,1
419,84.73000204300614,19.947894921493447,26.222033679068087,1
420,84.37346884343697,1.9054353332553937,21.293916000475274,1
421,85.65930074789313,18.509964289368813,31.848194881713464,1
422,42.73076144833803,18.254037842129797,21.67982968716186,1
423,36.6035428709809,6.229624790003339,24.1204589136591,1
424,48.7555386385118,16.966569931553185,31.26501127930124,1
425,38.22795268779525,17.39892097871747,33.053082038675804,1
426,67.77675158488142,11.056417805029431,30.31772444211109,1
427,47.1277375870077,19.096675052165327,24.127862958966702,1
428,95.2215136420475,15.30528634149571,25.564587274070323,1
429,61.453620823416045,6.597901445458076,25.725313944325777,1
430,45.94402770111157,12.78225434110604,23.499489805240767,1
431,61.034080035021674,16.995222628073325,19.61542199918333,1
432,56.21058670621148,10.128562889903465,27.567958588649155,1
433,50.92590690858673,20.269239487384734,22.9339531503983,1
434,57.6345915182216,8.12125772765637,25.480467896531003,1
435,60.72362015366135,16.557197122808585,25.242577205568626,1
436,76.59439899204045,18.518129674486392,24.885180544249504,1
437,63.15488628504426,8.604209350467578,15.091495335222643,1
438,56.32832364657282,9.224439894041291,27.91706939577036,1
439,61.33555231617889,15.952032104558032,24.369421779629874,1
440,79.50331282362916,19.342220424196807,25.85640049316675,1
441,91.4731928699447,17.240520970525587,25.932043782127288,1
442,75.55599311922292,12.456028896329851,33.18056699931856,1
443,73.64828849158928,23.74550499862766,27.787771904804664,1
444,61.537452413089746,16.062585772808273,27.40464602858528,1
445,85.68059491113297,19.075684847637113,20.45972182557153,1
446,83.49511906584722,15.583863894582658,39.0544293825951,1
447,64.55505355032895,8.926407984855516,30.464613830049316,1
448,55.48471149797282,20.54882031356495,19.459491022396925,1
449,77.5759860651076,18.210693901372817,31.99230845769641,1
450,75.91983397467448,27.03864613408568,39.068933719241926,1
451,70.18664557918547,24.202010463546436,21.129187998622626,1
452,62.20520868192737,17.23122487256585,22.112896442054137,1
453,59.79643432669124,10.55439842282583,21.809705374663114,1
454,58.10396200559497,20.20997724592183,20.685274703521248,1
455,48.26288354752938,9.119002827516969,16.806560626655884,1
456,65.12208851956143,17.248856739716825,22.82266023100771,1
457,98.05143660751489,18.61593515587657,21.073979580792123,1
458,69.53854789159942,21.68598450367656,9.014220214603682,1
459,41.94927072396079,12.632822006667695,21.54235569874558,1
460,76.41581738004625,14.118875563442904,28.18451581562141,1
461,72.3319447707657,23.171641013158965,21.313530764352073,1
462,38.98654691679526,12.190186396397976,26.354314098739582,1
463,47.003090414458306,24.693173169334752,12.16406128364379,1
464,80.72043950896804,15.810701226789478,21.174980800082764,1
465,67.77476656400496,21.16836080640245,37.66925094881891,1
466,43.64112535852736,9.182220544340257,18.040317508691412,1
467,55.817252088542176,25.678655200257,25.797664278833256,1
468,53.48491345061876,8.27324072594135,27.32203497315285,1
469,42.64783943061907,22.153040785342817,29.597003094607683,1
470,62.25669913510102,0.9017233551795911,19.142792053346234,1
471,69.94823910524221,15.66121822552013,25.069226545688757,1
472,71.99214314065361,3.356858681955533,25.57632891975861,1
473,52.816110789027256,15.674302011229484,24.15665626713147,1
474,61.09743890488886,4.096436920696814,22.008542648960404,1
475,38.76220857441808,13.705680624864689,14.763928085098188,1
476,70.79063804975041,8.319769216445847,20.60185914429035,1
477,58.797739248856836,18.638499239981158,35.66283486297913,1
478,48.76242389487969,10.521397690605685,27.155739286791356,1
479,93.74150441711336,21.626358578512658,40.064069311844776,1
480,51.94540959349973,5.576473346381745,23.091573392794913,1
481,55.39600364811999,15.175155595121126,23.946116532971036,1
482,51.63546723521324,22.061938535473164,28.589535003785922,1
483,41.83971353456613,21.486838849586793,29.51679740589856,1
484,69.60287182923724,19.039910566765997,24.005867545149446,1
485,49.73062962521727,12.60894573449731,32.52630019089452,1
486,72.5948360155465,13.867831134376555,29.027785331153538,1
487,95.02528449635284,13.175300130234017,26.298404699809165,1
488,81.21872446723094,13.970644611724246,20.056367820004603,1
489,48.57847165676432,22.433619218202058,32.63348868499598,1
490,68.14446916823634,14.143867723463403,25.834089779539507,1
491,45.09718036774317,18.554010953468396,20.68552746936453,1
492,25.818148332171475,15.387948643768233,21.802396311792076,1
493,53.38177635082863,20.210544974601905,23.06946332496601,1
494,56.23109407292282,4.793863504247451,31.739898365593668,1
495,57.56801715551857,28.744188037325053,28.33085706895904,1
496,27.582683973144242,13.501850205432891,26.621778995941078,1
